t,hid,x,y,r
5.040,12,11.6400,-2.2695,0.320
5.040,13,12.4600,0.5690,0.266
5.040,14,13.2800,0.0796,0.318
5.040,15,14.1000,2.4261,0.295
5.080,0,1.8000,-1.5187,0.299
5.080,1,2.6200,-1.9053,0.289
5.080,2,3.4400,-1.3978,0.267
5.080,3,4.2600,-0.1159,0.276
5.080,4,5.0800,-0.9108,0.329
5.080,5,5.9000,-2.1783,0.307
5.080,6,6.7200,0.2626,0.328
5.080,7,7.5400,-0.7400,0.305
5.080,8,8.3600,1.5711,0.282
5.080,9,9.1800,0.7152,0.278
5.080,10,10.0000,-3.8942,0.305
5.080,11,10.8200,-0.5358,0.275
5.080,12,11.6400,-2.2978,0.320
5.080,13,12.4600,0.5795,0.266
5.080,14,13.2800,0.0931,0.318
5.080,15,14.1000,2.4293,0.295
5.120,0,1.8000,-1.5108,0.299
5.120,1,2.6200,-1.9373,0.289
5.120,2,3.4400,-1.4253,0.267
5.120,3,4.2600,-0.1329,0.276
5.120,4,5.0800,-0.8950,0.329
5.120,5,5.9000,-2.1636,0.307
5.120,6,6.7200,0.2788,0.328
5.120,7,7.5400,-0.7226,0.305
5.120,8,8.3600,1.6063,0.282
5.120,9,9.1800,0.6963,0.278
5.120,10,10.0000,-3.9364,0.305
5.120,11,10.8200,-0.5579,0.275
5.120,12,11.6400,-2.3264,0.320
5.120,13,12.4600,0.5902,0.266
5.120,14,13.2800,0.1070,0.318
5.120,15,14.1000,2.4324,0.295
5.160,0,1.8000,-1.5027,0.299
5.160,1,2.6200,-1.9697,0.289
5.160,2,3.4400,-1.4531,0.267
5.160,3,4.2600,-0.1502,0.276
5.160,4,5.0800,-0.8789,0.329
5.160,5,5.9000,-2.1486,0.307
5.160,6,6.7200,0.2952,0.328
5.160,7,7.5400,-0.7049,0.305
5.160,8,8.3600,1.6417,0.282
5.160,9,9.1800,0.6770,0.278
5.160,10,10.0000,-3.9790,0.305
5.160,11,10.8200,-0.5803,0.275
5.160,12,11.6400,-2.3554,0.320
5.160,13,12.4600,0.6012,0.266
5.160,14,13.2800,0.1211,0.318
5.160,15,14.1000,2.4353,0.295
5.200,0,1.8000,-1.4944,0.299
5.200,1,2.6200,-2.0023,0.289
5.200,2,3.4400,-1.4812,0.267
5.200,3,4.2600,-0.1679,0.276
5.200,4,5.0800,-0.8625,0.329
5.200,5,5.9000,-2.1333,0.307
5.200,6,6.7200,0.3118,0.328
5.200,7,7.5400,-0.6869,0.305
5.200,8,8.3600,1.6775,0.282
5.200,9,9.1800,0.6574,0.278
5.200,10,10.0000,-4.0220,0.305
5.200,11,10.8200,-0.6030,0.275
5.200,12,11.6400,-2.3847,0.320
5.200,13,12.4600,0.6124,0.266
5.200,14,13.2800,0.1356,0.318
5.200,15,14.1000,2.4380,0.295
5.240,0,1.8000,-1.4858,0.299
5.240,1,2.6200,-2.0352,0.289
5.240,2,3.4400,-1.5096,0.267
5.240,3,4.2600,-0.1858,0.276
5.240,4,5.0800,-0.8458,0.329
5.240,5,5.9000,-2.1177,0.307
5.240,6,6.7200,0.3286,0.328
5.240,7,7.5400,-0.6687,0.305
5.240,8,8.3600,1.7135,0.282
5.240,9,9.1800,0.6375,0.278
5.240,10,10.0000,-4.0653,0.305
5.240,11,10.8200,-0.6259,0.275
5.240,12,11.6400,-2.4143,0.320
5.240,13,12.4600,0.6238,0.266
5.240,14,13.2800,0.1503,0.318
5.240,15,14.1000,2.4405,0.295
5.280,0,1.8000,-1.4771,0.299
5.280,1,2.6200,-2.0684,0.289
5.280,2,3.4400,-1.5383,0.267
5.280,3,4.2600,-0.2040,0.276
5.280,4,5.0800,-0.8287,0.329
5.280,5,5.9000,-2.1018,0.307
5.280,6,6.7200,0.3456,0.328
5.280,7,7.5400,-0.6502,0.305
5.280,8,8.3600,1.7497,0.282
5.280,9,9.1800,0.6173,0.278
5.280,10,10.0000,-4.1089,0.305
5.280,11,10.8200,-0.6492,0.275
5.280,12,11.6400,-2.4444,0.320
5.280,13,12.4600,0.6353,0.266
5.280,14,13.2800,0.1653,0.318
5.280,15,14.1000,2.4428,0.295
5.320,0,1.8000,-1.4681,0.299
5.320,1,2.6200,-2.1018,0.289
5.320,2,3.4400,-1.5674,0.267
5.320,3,4.2600,-0.2225,0.276
5.320,4,5.0800,-0.8113,0.329
5.320,5,5.9000,-2.0855,0.307
5.320,6,6.7200,0.3627,0.328
5.320,7,7.5400,-0.6314,0.305
5.320,8,8.3600,1.7863,0.282
5.320,9,9.1800,0.5967,0.278
5.320,10,10.0000,-4.1529,0.305
5.320,11,10.8200,-0.6727,0.275
5.320,12,11.6400,-2.4747,0.320
5.320,13,12.4600,0.6472,0.266
5.320,14,13.2800,0.1806,0.318
5.320,15,14.1000,2.4450,0.295
5.360,0,1.8000,-1.4589,0.299
5.360,1,2.6200,-2.1356,0.289
5.360,2,3.4400,-1.5968,0.267
5.360,3,4.2600,-0.2413,0.276
5.360,4,5.0800,-0.7937,0.329
5.360,5,5.9000,-2.0690,0.307
5.360,6,6.7200,0.3801,0.328
5.360,7,7.5400,-0.6124,0.305
5.360,8,8.3600,1.8231,0.282
5.360,9,9.1800,0.5759,0.278
5.360,10,10.0000,-4.1972,0.305
5.360,11,10.8200,-0.6965,0.275
5.360,12,11.6400,-2.5054,0.320
5.360,13,12.4600,0.6592,0.266
5.360,14,13.2800,0.1963,0.318
5.360,15,14.1000,2.4470,0.295
5.400,0,1.8000,-1.4495,0.299
5.400,1,2.6200,-2.1696,0.289
5.400,2,3.4400,-1.6265,0.267
5.400,3,4.2600,-0.2605,0.276
5.400,4,5.0800,-0.7757,0.329
5.400,5,5.9000,-2.0521,0.307
5.400,6,6.7200,0.3977,0.328
5.400,7,7.5400,-0.5930,0.305
5.400,8,8.3600,1.8602,0.282
5.400,9,9.1800,0.5547,0.278
5.400,10,10.0000,-4.2419,0.305
5.400,11,10.8200,-0.7205,0.275
5.400,12,11.6400,-2.5365,0.320
5.400,13,12.4600,0.6714,0.266
5.400,14,13.2800,0.2122,0.318
5.400,15,14.1000,2.4488,0.295
5.440,0,1.8000,-1.4399,0.299
5.440,1,2.6200,-2.2040,0.289
5.440,2,3.4400,-1.6565,0.267
5.440,3,4.2600,-0.2799,0.276
5.440,4,5.0800,-0.7574,0.329
5.440,5,5.9000,-2.0350,0.307
5.440,6,6.7200,0.4154,0.328
5.440,7,7.5400,-0.5734,0.305
5.440,8,8.3600,1.8976,0.282
5.440,9,9.1800,0.5331,0.278
5.440,10,10.0000,-4.2869,0.305
5.440,11,10.8200,-0.7449,0.275
5.440,12,11.6400,-2.5679,0.320
5.440,13,12.4600,0.6839,0.266
5.440,14,13.2800,0.2284,0.318
5.440,15,14.1000,2.4504,0.295
5.480,0,1.8000,-1.4301,0.299
5.480,1,2.6200,-2.2386,0.289
5.480,2,3.4400,-1.6868,0.267
5.480,3,4.2600,-0.2996,0.276
5.480,4,5.0800,-0.7387,0.329
5.480,5,5.9000,-2.0175,0.307
5.480,6,6.7200,0.4334,0.328
5.480,7,7.5400,-0.5535,0.305
5.480,8,8.3600,1.9353,0.282
5.480,9,9.1800,0.5112,0.278
5.480,10,10.0000,-4.3322,0.305
5.480,11,10.8200,-0.7695,0.275
5.480,12,11.6400,-2.5996,0.320
5.480,13,12.4600,0.6965,0.266
5.480,14,13.2800,0.2449,0.318
5.480,15,14.1000,2.4518,0.295
5.520,0,1.8000,-1.4201,0.299
5.520,1,2.6200,-2.2735,0.289
5.520,2,3.4400,-1.7175,0.267
5.520,3,4.2600,-0.3197,0.276
5.520,4,5.0800,-0.7198,0.329
5.520,5,5.9000,-1.9997,0.307
5.520,6,6.7200,0.4515,0.328
5.520,7,7.5400,-0.5334,0.305
5.520,8,8.3600,1.9732,0.282
5.520,9,9.1800,0.4891,0.278
5.520,10,10.0000,-4.3779,0.305
5.520,11,10.8200,-0.7944,0.275
5.520,12,11.6400,-2.6317,0.320
5.520,13,12.4600,0.7094,0.266
5.520,14,13.2800,0.2617,0.318
5.520,15,14.1000,2.4531,0.295
5.560,0,1.8000,-1.4098,0.299
5.560,1,2.6200,-2.3087,0.289
5.560,2,3.4400,-1.7484,0.267
5.560,3,4.2600,-0.3400,0.276
5.560,4,5.0800,-0.7005,0.329
5.560,5,5.9000,-1.9817,0.307
5.560,6,6.7200,0.4698,0.328
5.560,7,7.5400,-0.5129,0.305
5.560,8,8.3600,2.0115,0.282
5.560,9,9.1800,0.4665,0.278
5.560,10,10.0000,-4.4239,0.305
5.560,11,10.8200,-0.8196,0.275
5.560,12,11.6400,-2.6641,0.320
5.560,13,12.4600,0.7225,0.266
5.560,14,13.2800,0.2788,0.318
5.560,15,14.1000,2.4541,0.295
5.600,0,1.8000,-1.3993,0.299
5.600,1,2.6200,-2.3441,0.289
5.600,2,3.4400,-1.7797,0.267
5.600,3,4.2600,-0.3607,0.276
5.600,4,5.0800,-0.6810,0.329
5.600,5,5.9000,-1.9633,0.307
5.600,6,6.7200,0.4884,0.328
5.600,7,7.5400,-0.4922,0.305
5.600,8,8.3600,2.0500,0.282
5.600,9,9.1800,0.4437,0.278
5.600,10,10.0000,-4.4703,0.305
5.600,11,10.8200,-0.8450,0.275
5.600,12,11.6400,-2.6969,0.320
5.600,13,12.4600,0.7358,0.266
5.600,14,13.2800,0.2962,0.318
5.600,15,14.1000,2.4550,0.295
5.640,0,1.8000,-1.3887,0.299
5.640,1,2.6200,-2.3799,0.289
5.640,2,3.4400,-1.8113,0.267
5.640,3,4.2600,-0.3816,0.276
5.640,4,5.0800,-0.6611,0.329
5.640,5,5.9000,-1.9446,0.307
5.640,6,6.7200,0.5071,0.328
5.640,7,7.5400,-0.4712,0.305
5.640,8,8.3600,2.0887,0.282
5.640,9,9.1800,0.4205,0.278
5.640,10,10.0000,-4.5170,0.305
5.640,11,10.8200,-0.8707,0.275
5.640,12,11.6400,-2.7301,0.320
5.640,13,12.4600,0.7493,0.266
5.640,14,13.2800,0.3139,0.318
5.640,15,14.1000,2.4557,0.295
5.680,0,1.8000,-1.3778,0.299
5.680,1,2.6200,-2.4159,0.289
5.680,2,3.4400,-1.8432,0.267
5.680,3,4.2600,-0.4029,0.276
5.680,4,5.0800,-0.6409,0.329
5.680,5,5.9000,-1.9256,0.307
5.680,6,6.7200,0.5260,0.328
5.680,7,7.5400,-0.4500,0.305
5.680,8,8.3600,2.1278,0.282
5.680,9,9.1800,0.3970,0.278
5.680,10,10.0000,-4.5640,0.305
5.680,11,10.8200,-0.8967,0.275
5.680,12,11.6400,-2.7635,0.320
5.680,13,12.4600,0.7630,0.266
5.680,14,13.2800,0.3319,0.318
5.680,15,14.1000,2.4562,0.295
5.720,0,1.8000,-1.3667,0.299
5.720,1,2.6200,-2.4522,0.289
5.720,2,3.4400,-1.8755,0.267
5.720,3,4.2600,-0.4245,0.276
5.720,4,5.0800,-0.6204,0.329
5.720,5,5.9000,-1.9062,0.307
5.720,6,6.7200,0.5451,0.328
5.720,7,7.5400,-0.4284,0.305
5.720,8,8.3600,2.1671,0.282
5.720,9,9.1800,0.3732,0.278
5.720,10,10.0000,-4.6114,0.305
5.720,11,10.8200,-0.9230,0.275
5.720,12,11.6400,-2.7974,0.320
5.720,13,12.4600,0.7769,0.266
5.720,14,13.2800,0.3501,0.318
5.720,15,14.1000,2.4566,0.295
5.760,0,1.8000,-1.3553,0.299
5.760,1,2.6200,-2.4888,0.289
5.760,2,3.4400,-1.9080,0.267
5.760,3,4.2600,-0.4463,0.276
5.760,4,5.0800,-0.5996,0.329
5.760,5,5.9000,-1.8866,0.307
5.760,6,6.7200,0.5644,0.328
5.760,7,7.5400,-0.4066,0.305
5.760,8,8.3600,2.2067,0.282
5.760,9,9.1800,0.3490,0.278
5.760,10,10.0000,-4.6591,0.305
5.760,11,10.8200,-0.9496,0.275
5.760,12,11.6400,-2.8315,0.320
5.760,13,12.4600,0.7911,0.266
5.760,14,13.2800,0.3687,0.318
5.760,15,14.1000,2.4567,0.295
5.800,0,1.8000,-1.3438,0.299
5.800,1,2.6200,-2.5257,0.289
5.800,2,3.4400,-1.9409,0.267
5.800,3,4.2600,-0.4685,0.276
5.800,4,5.0800,-0.5784,0.329
5.800,5,5.9000,-1.8667,0.307
5.800,6,6.7200,0.5839,0.328
5.800,7,7.5400,-0.3845,0.305
5.800,8,8.3600,2.2466,0.282
5.800,9,9.1800,0.3246,0.278
5.800,10,10.0000,-4.7072,0.305
5.800,11,10.8200,-0.9764,0.275
5.800,12,11.6400,-2.8661,0.320
5.800,13,12.4600,0.8054,0.266
5.800,14,13.2800,0.3876,0.318
5.800,15,14.1000,2.4567,0.295
5.840,0,1.8000,-1.3320,0.299
5.840,1,2.6200,-2.5629,0.289
5.840,2,3.4400,-1.9741,0.267
5.840,3,4.2600,-0.4910,0.276
5.840,4,5.0800,-0.5570,0.329
5.840,5,5.9000,-1.8464,0.307
5.840,6,6.7200,0.6036,0.328
5.840,7,7.5400,-0.3621,0.305
5.840,8,8.3600,2.2868,0.282
5.840,9,9.1800,0.2998,0.278
5.840,10,10.0000,-4.7556,0.305
5.840,11,10.8200,-1.0035,0.275
5.840,12,11.6400,-2.9009,0.320
5.840,13,12.4600,0.8200,0.266
5.840,14,13.2800,0.4067,0.318
5.840,15,14.1000,2.4565,0.295
5.880,0,1.8000,-1.3201,0.299
5.880,1,2.6200,-2.6004,0.289
5.880,2,3.4400,-2.0076,0.267
5.880,3,4.2600,-0.5137,0.276
5.880,4,5.0800,-0.5352,0.329
5.880,5,5.9000,-1.8258,0.307
5.880,6,6.7200,0.6235,0.328
5.880,7,7.5400,-0.3395,0.305
5.880,8,8.3600,2.3273,0.282
5.880,9,9.1800,0.2746,0.278
5.880,10,10.0000,-4.8043,0.305
5.880,11,10.8200,-1.0309,0.275
5.880,12,11.6400,-2.9361,0.320
5.880,13,12.4600,0.8348,0.266
5.880,14,13.2800,0.4262,0.318
5.880,15,14.1000,2.4561,0.295
5.920,0,1.8000,-1.3079,0.299
5.920,1,2.6200,-2.6381,0.289
5.920,2,3.4400,-2.0414,0.267
5.920,3,4.2600,-0.5368,0.276
5.920,4,5.0800,-0.5131,0.329
5.920,5,5.9000,-1.8050,0.307
5.920,6,6.7200,0.6436,0.328
5.920,7,7.5400,-0.3165,0.305
5.920,8,8.3600,2.3680,0.282
5.920,9,9.1800,0.2492,0.278
5.920,10,10.0000,-4.8534,0.305
5.920,11,10.8200,-1.0585,0.275
5.920,12,11.6400,-2.9717,0.320
5.920,13,12.4600,0.8498,0.266
5.920,14,13.2800,0.4459,0.318
5.920,15,14.1000,2.4556,0.295
5.960,0,1.8000,-1.2955,0.299
5.960,1,2.6200,-2.6762,0.289
5.960,2,3.4400,-2.0756,0.267
5.960,3,4.2600,-0.5602,0.276
5.960,4,5.0800,-0.4907,0.329
5.960,5,5.9000,-1.7838,0.307
5.960,6,6.7200,0.6639,0.328
5.960,7,7.5400,-0.2933,0.305
5.960,8,8.3600,2.4090,0.282
5.960,9,9.1800,0.2234,0.278
5.960,10,10.0000,-4.9028,0.305
5.960,11,10.8200,-1.0865,0.275
5.960,12,11.6400,-3.0076,0.320
5.960,13,12.4600,0.8650,0.266
5.960,14,13.2800,0.4660,0.318
5.960,15,14.1000,2.4548,0.295
6.000,0,1.8000,-1.2828,0.299
6.000,1,2.6200,-2.7145,0.289
6.000,2,3.4400,-2.1100,0.267
6.000,3,4.2600,-0.5839,0.276
6.000,4,5.0800,-0.4680,0.329
6.000,5,5.9000,-1.7623,0.307
6.000,6,6.7200,0.6844,0.328
6.000,7,7.5400,-0.2699,0.305
6.000,8,8.3600,2.4503,0.282
6.000,9,9.1800,0.1973,0.278
6.000,10,10.0000,-4.9526,0.305
6.000,11,10.8200,-1.1147,0.275
6.000,12,11.6400,-3.0439,0.320
6.000,13,12.4600,0.8804,0.266
6.000,14,13.2800,0.4863,0.318
6.000,15,14.1000,2.4539,0.295
6.040,0,1.8000,-1.2700,0.299
6.040,1,2.6200,-2.7531,0.289
6.040,2,3.4400,-2.1448,0.267
6.040,3,4.2600,-0.6079,0.276
6.040,4,5.0800,-0.4450,0.329
6.040,5,5.9000,-1.7405,0.307
6.040,6,6.7200,0.7050,0.328
6.040,7,7.5400,-0.2461,0.305
6.040,8,8.3600,2.4918,0.282
6.040,9,9.1800,0.1708,0.278
6.040,10,10.0000,-5.0027,0.305
6.040,11,10.8200,-1.1432,0.275
6.040,12,11.6400,-3.0805,0.320
6.040,13,12.4600,0.8960,0.266
6.040,14,13.2800,0.5070,0.318
6.040,15,14.1000,2.4528,0.295
6.080,0,1.8000,-1.2570,0.299
6.080,1,2.6200,-2.7920,0.289
6.080,2,3.4400,-2.1799,0.267
6.080,3,4.2600,-0.6322,0.276
6.080,4,5.0800,-0.4217,0.329
6.080,5,5.9000,-1.7184,0.307
6.080,6,6.7200,0.7259,0.328
6.080,7,7.5400,-0.2221,0.305
6.080,8,8.3600,2.5337,0.282
6.080,9,9.1800,0.1440,0.278
6.080,10,10.0000,-5.0532,0.305
6.080,11,10.8200,-1.1720,0.275
6.080,12,11.6400,-3.1174,0.320
6.080,13,12.4600,0.9119,0.266
6.080,14,13.2800,0.5279,0.318
6.080,15,14.1000,2.4515,0.295
6.120,0,1.8000,-1.2437,0.299
6.120,1,2.6200,-2.8311,0.289
6.120,2,3.4400,-2.2153,0.267
6.120,3,4.2600,-0.6568,0.276
6.120,4,5.0800,-0.3980,0.329
6.120,5,5.9000,-1.6960,0.307
6.120,6,6.7200,0.7469,0.328
6.120,7,7.5400,-0.1978,0.305
6.120,8,8.3600,2.5758,0.282
6.120,9,9.1800,0.1169,0.278
6.120,10,10.0000,-5.1040,0.305
6.120,11,10.8200,-1.2010,0.275
6.120,12,11.6400,-3.1547,0.320
6.120,13,12.4600,0.9279,0.266
6.120,14,13.2800,0.5491,0.318
6.120,15,14.1000,2.4500,0.295
6.160,0,1.8000,-1.2302,0.299
6.160,1,2.6200,-2.8706,0.289
6.160,2,3.4400,-2.2511,0.267
6.160,3,4.2600,-0.6817,0.276
6.160,4,5.0800,-0.3740,0.329
6.160,5,5.9000,-1.6733,0.307
6.160,6,6.7200,0.7682,0.328
6.160,7,7.5400,-0.1732,0.305
6.160,8,8.3600,2.6182,0.282
6.160,9,9.1800,0.0895,0.278
6.160,10,10.0000,-5.1551,0.305
6.160,11,10.8200,-1.2303,0.275
6.160,12,11.6400,-3.1923,0.320
6.160,13,12.4600,0.9442,0.266
6.160,14,13.2800,0.5707,0.318
6.160,15,14.1000,2.4483,0.295
6.200,0,1.8000,-1.2165,0.299
6.200,1,2.6200,-2.9104,0.289
6.200,2,3.4400,-2.2871,0.267
6.200,3,4.2600,-0.7069,0.276
6.200,4,5.0800,-0.3498,0.329
6.200,5,5.9000,-1.6502,0.307
6.200,6,6.7200,0.7896,0.328
6.200,7,7.5400,-0.1483,0.305
6.200,8,8.3600,2.6609,0.282
6.200,9,9.1800,0.0618,0.278
6.200,10,10.0000,-5.2066,0.305
6.200,11,10.8200,-1.2599,0.275
6.200,12,11.6400,-3.2303,0.320
6.200,13,12.4600,0.9607,0.266
6.200,14,13.2800,0.5925,0.318
6.200,15,14.1000,2.4465,0.295
6.240,0,1.8000,-1.2026,0.299
6.240,1,2.6200,-2.9504,0.289
6.240,2,3.4400,-2.3235,0.267
6.240,3,4.2600,-0.7325,0.276
6.240,4,5.0800,-0.3252,0.329
6.240,5,5.9000,-1.6269,0.307
6.240,6,6.7200,0.8113,0.328
6.240,7,7.5400,-0.1232,0.305
6.240,8,8.3600,2.7038,0.282
6.240,9,9.1800,0.0337,0.278
6.240,10,10.0000,-5.2584,0.305
6.240,11,10.8200,-1.2898,0.275
6.240,12,11.6400,-3.2687,0.320
6.240,13,12.4600,0.9773,0.266
6.240,14,13.2800,0.6146,0.318
6.240,15,14.1000,2.4445,0.295
6.280,0,1.8000,-1.1885,0.299
6.280,1,2.6200,-2.9907,0.289
6.280,2,3.4400,-2.3602,0.267
6.280,3,4.2600,-0.7583,0.276
6.280,4,5.0800,-0.3002,0.329
6.280,5,5.9000,-1.6032,0.307
6.280,6,6.7200,0.8331,0.328
6.280,7,7.5400,-0.0978,0.305
6.280,8,8.3600,2.7470,0.282
6.280,9,9.1800,0.0053,0.278
6.280,10,10.0000,-5.3105,0.305
6.280,11,10.8200,-1.3200,0.275
6.280,12,11.6400,-3.3073,0.320
6.280,13,12.4600,0.9942,0.266
6.280,14,13.2800,0.6370,0.318
6.280,15,14.1000,2.4423,0.295
6.320,0,1.8000,-1.1742,0.299
6.320,1,2.6200,-3.0313,0.289
6.320,2,3.4400,-2.3972,0.267
6.320,3,4.2600,-0.7844,0.276
6.320,4,5.0800,-0.2750,0.329
6.320,5,5.9000,-1.5793,0.307
6.320,6,6.7200,0.8551,0.328
6.320,7,7.5400,-0.0721,0.305
6.320,8,8.3600,2.7905,0.282
6.320,9,9.1800,-0.0234,0.278
6.320,10,10.0000,-5.3630,0.305
6.320,11,10.8200,-1.3504,0.275
6.320,12,11.6400,-3.3464,0.320
6.320,13,12.4600,1.0114,0.266
6.320,14,13.2800,0.6597,0.318
6.320,15,14.1000,2.4399,0.295
6.360,0,1.8000,-1.1596,0.299
6.360,1,2.6200,-3.0722,0.289
6.360,2,3.4400,-2.4345,0.267
6.360,3,4.2600,-0.8108,0.276
6.360,4,5.0800,-0.2495,0.329
6.360,5,5.9000,-1.5550,0.307
6.360,6,6.7200,0.8774,0.328
6.360,7,7.5400,-0.0461,0.305
6.360,8,8.3600,2.8343,0.282
6.360,9,9.1800,-0.0525,0.278
6.360,10,10.0000,-5.4159,0.305
6.360,11,10.8200,-1.3811,0.275
6.360,12,11.6400,-3.3857,0.320
6.360,13,12.4600,1.0287,0.266
6.360,14,13.2800,0.6827,0.318
6.360,15,14.1000,2.4373,0.295
6.400,0,1.8000,-1.1448,0.299
6.400,1,2.6200,-3.1134,0.289
6.400,2,3.4400,-2.4722,0.267
6.400,3,4.2600,-0.8376,0.276
6.400,4,5.0800,-0.2236,0.329
6.400,5,5.9000,-1.5304,0.307
6.400,6,6.7200,0.8998,0.328
6.400,7,7.5400,-0.0199,0.305
6.400,8,8.3600,2.8784,0.282
6.400,9,9.1800,-0.0819,0.278
6.400,10,10.0000,-5.4690,0.305
6.400,11,10.8200,-1.4121,0.275
6.400,12,11.6400,-3.4255,0.320
6.400,13,12.4600,1.0462,0.266
6.400,14,13.2800,0.7060,0.318
6.400,15,14.1000,2.4346,0.295
6.440,0,1.8000,-1.1299,0.299
6.440,1,2.6200,-3.1548,0.289
6.440,2,3.4400,-2.5102,0.267
6.440,3,4.2600,-0.8646,0.276
6.440,4,5.0800,-0.1975,0.329
6.440,5,5.9000,-1.5055,0.307
6.440,6,6.7200,0.9224,0.328
6.440,7,7.5400,0.0066,0.305
6.440,8,8.3600,2.9227,0.282
6.440,9,9.1800,-0.1116,0.278
6.440,10,10.0000,-5.5226,0.305
6.440,11,10.8200,-1.4433,0.275
6.440,12,11.6400,-3.4655,0.320
6.440,13,12.4600,1.0640,0.266
6.440,14,13.2800,0.7296,0.318
6.440,15,14.1000,2.4317,0.295
6.480,0,1.8000,-1.1147,0.299
6.480,1,2.6200,-3.1966,0.289
6.480,2,3.4400,-2.5484,0.267
6.480,3,4.2600,-0.8919,0.276
6.480,4,5.0800,-0.1710,0.329
6.480,5,5.9000,-1.4803,0.307
6.480,6,6.7200,0.9452,0.328
6.480,7,7.5400,0.0334,0.305
6.480,8,8.3600,2.9674,0.282
6.480,9,9.1800,-0.1416,0.278
6.480,10,10.0000,-5.5764,0.305
6.480,11,10.8200,-1.4749,0.275
6.480,12,11.6400,-3.5059,0.320
6.480,13,12.4600,1.0819,0.266
6.480,14,13.2800,0.7535,0.318
6.480,15,14.1000,2.4285,0.295
6.520,0,1.8000,-1.0993,0.299
6.520,1,2.6200,-3.2386,0.289
6.520,2,3.4400,-2.5870,0.267
6.520,3,4.2600,-0.9196,0.276
6.520,4,5.0800,-0.1442,0.329
6.520,5,5.9000,-1.4548,0.307
6.520,6,6.7200,0.9682,0.328
6.520,7,7.5400,0.0605,0.305
6.520,8,8.3600,3.0123,0.282
6.520,9,9.1800,-0.1720,0.278
6.520,10,10.0000,-5.6306,0.305
6.520,11,10.8200,-1.5067,0.275
6.520,12,11.6400,-3.5467,0.320
6.520,13,12.4600,1.1001,0.266
6.520,14,13.2800,0.7777,0.318
6.520,15,14.1000,2.4252,0.295
6.560,0,1.8000,-1.0836,0.299
6.560,1,2.6200,-3.2809,0.289
6.560,2,3.4400,-2.6260,0.267
6.560,3,4.2600,-0.9475,0.276
6.560,4,5.0800,-0.1171,0.329
6.560,5,5.9000,-1.4290,0.307
6.560,6,6.7200,0.9914,0.328
6.560,7,7.5400,0.0879,0.305
6.560,8,8.3600,3.0574,0.282
6.560,9,9.1800,-0.2027,0.278
6.560,10,10.0000,-5.6852,0.305
6.560,11,10.8200,-1.5388,0.275
6.560,12,11.6400,-3.5878,0.320
6.560,13,12.4600,1.1185,0.266
6.560,14,13.2800,0.8021,0.318
6.560,15,14.1000,2.4218,0.295
6.600,0,1.8000,-1.0678,0.299
6.600,1,2.6200,-3.3235,0.289
6.600,2,3.4400,-2.6652,0.267
6.600,3,4.2600,-0.9758,0.276
6.600,4,5.0800,-0.0897,0.329
6.600,5,5.9000,-1.4029,0.307
6.600,6,6.7200,1.0148,0.328
6.600,7,7.5400,0.1155,0.305
6.600,8,8.3600,3.1029,0.282
6.600,9,9.1800,-0.2337,0.278
6.600,10,10.0000,-5.7400,0.305
6.600,11,10.8200,-1.5711,0.275
6.600,12,11.6400,-3.6293,0.320
6.600,13,12.4600,1.1371,0.266
6.600,14,13.2800,0.8269,0.318
6.600,15,14.1000,2.4181,0.295
6.640,0,1.8000,-1.0517,0.299
6.640,1,2.6200,-3.3664,0.289
6.640,2,3.4400,-2.7048,0.267
6.640,3,4.2600,-1.0044,0.276
6.640,4,5.0800,-0.0619,0.329
6.640,5,5.9000,-1.3764,0.307
6.640,6,6.7200,1.0384,0.328
6.640,7,7.5400,0.1434,0.305
6.640,8,8.3600,3.1486,0.282
6.640,9,9.1800,-0.2651,0.278
6.640,10,10.0000,-5.7953,0.305
6.640,11,10.8200,-1.6038,0.275
6.640,12,11.6400,-3.6711,0.320
6.640,13,12.4600,1.1559,0.266
6.640,14,13.2800,0.8520,0.318
6.640,15,14.1000,2.4143,0.295
6.680,0,1.8000,-1.0355,0.299
6.680,1,2.6200,-3.4096,0.289
6.680,2,3.4400,-2.7446,0.267
6.680,3,4.2600,-1.0332,0.276
6.680,4,5.0800,-0.0339,0.329
6.680,5,5.9000,-1.3497,0.307
6.680,6,6.7200,1.0621,0.328
6.680,7,7.5400,0.1716,0.305
6.680,8,8.3600,3.1946,0.282
6.680,9,9.1800,-0.2967,0.278
6.680,10,10.0000,-5.8508,0.305
6.680,11,10.8200,-1.6367,0.275
6.680,12,11.6400,-3.7132,0.320
6.680,13,12.4600,1.1749,0.266
6.680,14,13.2800,0.8773,0.318
6.680,15,14.1000,2.4103,0.295
6.720,0,1.8000,-1.0190,0.299
6.720,1,2.6200,-3.4530,0.289
6.720,2,3.4400,-2.7848,0.267
6.720,3,4.2600,-1.0624,0.276
6.720,4,5.0800,-0.0055,0.329
6.720,5,5.9000,-1.3226,0.307
6.720,6,6.7200,1.0861,0.328
6.720,7,7.5400,0.2000,0.305
6.720,8,8.3600,3.2409,0.282
6.720,9,9.1800,-0.3288,0.278
6.720,10,10.0000,-5.9067,0.305
6.720,11,10.8200,-1.6699,0.275
6.720,12,11.6400,-3.7557,0.320
6.720,13,12.4600,1.1942,0.266
6.720,14,13.2800,0.9030,0.318
6.720,15,14.1000,2.4061,0.295
6.760,0,1.8000,-1.0023,0.299
6.760,1,2.6200,-3.4968,0.289
